Date,Bank Rate
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,6.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,7.5
1978,8.75
1978,8.75
1978,8.75
1978,8.75
1978,8.75
1978,8.75
1978,8.75
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,9
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,10
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1978,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,12.5
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,14
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,13
1979,12
1979,12
1979,12
